id,verifiable,label,claim,evidence
99052,VERIFIABLE,REFUTES,Lisa Lopes was in an English girl group.,"[""She rose to fame in the early 1990s as one-third of the girl group TLC , alongside Tionne `` T-Boz '' Watkins and Rozonda `` Chilli '' Thomas ."", ""TLC is an American girl group whose original line-up consisted of Tionne `` T-Boz '' Watkins , Lisa `` Left Eye '' Lopes and Rozonda `` Chilli '' Thomas .""]"
171089,VERIFIABLE,SUPPORTS,Atlantic City stars Hollis McLarem.,"['It stars Burt Lancaster , Susan Sarandon , Kate Reid , Robert Joy , Hollis McLaren , Michel Piccoli , and Al Waxman .']"
180926,NOT VERIFIABLE,NOT ENOUGH INFO,Tipper Gore is an American photographer.,[]
69187,NOT VERIFIABLE,NOT ENOUGH INFO,Philip Seymour Hoffman was in Tanked.,[]
27218,VERIFIABLE,SUPPORTS,The Promise was released in the United States in 2017.,"['The film premiered on September 11 , 2016 , at the Toronto International Film Festival and was released in the United States on April 21 , 2017 , by Open Road Films .']"
130034,NOT VERIFIABLE,NOT ENOUGH INFO,Seth MacFarlane worked on a train.,[]
74412,VERIFIABLE,SUPPORTS,Kapil Sharma is an actor and producer.,"['Kapil Sharma -LRB- real name Kapil Punj Singh -RRB- -LRB- born 2 April 1981 -RRB- is an Indian stand-up comedian , television presenter , actor and producer .']"
217038,VERIFIABLE,SUPPORTS,Paris is the location of the signing of the Dayton Agreement.,"['The General Framework Agreement for Peace in Bosnia and Herzegovina , also known as the Dayton Agreement , Dayton Accords , Paris Protocol or Dayton-Paris Agreement , is the peace agreement reached at Wright-Patterson Air Force Base near Dayton , Ohio , United States , in November 1995 , and formally signed in Paris on 14 December 1995 .']"
40112,VERIFIABLE,REFUTES,The Fosters airs in Russia.,"['The Fosters is an American family drama television series created by Peter Paige and Bradley Bredeweg which first premiered in the United States on June 3 , 2013 on the Freeform -LRB- previously named ABC Family -RRB- television network .']"
105030,VERIFIABLE,SUPPORTS,"Cirrhosis can cause tiredness, weakness, itchiness, swelling in the lower legs, yellow skin, and more.","['As the disease worsens , a person may become tired , weak , itchy , have swelling in the lower legs , develop yellow skin , bruise easily , have fluid build up in the abdomen , or develop spider-like blood vessels on the skin .']"
173206,NOT VERIFIABLE,NOT ENOUGH INFO,France is a member of the multinational bank and economic incubator the Organization for Economic Co-operation and Development (OECD).,[]
8690,VERIFIABLE,SUPPORTS,Sachin Tendulkar received India's highest civilian award.,"[""After a few hours of his final match on 16 November 2013 , the Prime Minister 's Office announced the decision to award him the Bharat Ratna , India 's highest civilian award ."", ""After a few hours of his final match on 16 November 2013 , the Prime Minister 's Office announced the decision to award him the Bharat Ratna , India 's highest civilian award ."", 'He is the youngest recipient to date and the first ever sportsperson to receive the award .']"
109412,NOT VERIFIABLE,NOT ENOUGH INFO,My Sweet Lord is by a former Temptation.,[]
95767,VERIFIABLE,REFUTES,Napoleon surrendered his first military campaign at age 26.,"['At age 26 , he began his first military campaign against the Austrians and their Italian allies -- winning virtually every battle , conquering the Italian Peninsula in a year , and becoming a national hero .']"
42020,VERIFIABLE,REFUTES,John Mayer died in Connecticut.,"['John Clayton Mayer -LRB- -LSB- ˈmeɪ.ɚ -RSB- born October 16 , 1977 -RRB- is an American singer-songwriter , guitarist , and producer .']"
31002,NOT VERIFIABLE,NOT ENOUGH INFO,Hugo Weaving is in The Hobbit as a lead.,[]
59446,NOT VERIFIABLE,NOT ENOUGH INFO,Spider-Man has been portrayed by three different actors in Australia.,[]
129680,VERIFIABLE,REFUTES,Henry V is based on a work by Tom Stoppard.,['Henry V is a 2012 British television film based on the play of the same name by William Shakespeare .']
111433,VERIFIABLE,SUPPORTS,"Leopold II of Belgium was born in Belgium on April 9, 1835.",['Leopold II -LRB- 9 April 1835 -- 17 December 1909 -RRB- reigned as the second King of the Belgians from 1865 to 1909 .']
26374,VERIFIABLE,SUPPORTS,Blackhat stars Tang Wei.,"['The film stars Chris Hemsworth , Tang Wei , Viola Davis , Holt McCallany , and Wang Leehom .']"
187831,NOT VERIFIABLE,NOT ENOUGH INFO,"Brentwood, Los Angeles is the home of public schools including Brentwood Elementary.",[]
188099,NOT VERIFIABLE,NOT ENOUGH INFO,Thiokol was Kazakh.,[]
19109,VERIFIABLE,SUPPORTS,Ryan Seacrest is a television host.,"['Ryan John Seacrest -LRB- born December 24 , 1974 -RRB- is an American radio personality , television host and producer .']"
102781,VERIFIABLE,REFUTES,Melissa McCarthy presented a Golden Globe Award.,"['In 2015 , she headlined the action comedy film Spy , for which she received a Golden Globe Award for Best Actress -- Motion Picture Comedy or Musical nomination .']"
129804,VERIFIABLE,SUPPORTS,Miley Cyrus writes songs.,"['Miley Ray Cyrus -LRB- born Destiny Hope Cyrus ; November 23 , 1992 -RRB- is an American singer , songwriter , and actress .']"
79665,NOT VERIFIABLE,NOT ENOUGH INFO,The Blacklist is a restaurant.,[]
1380,VERIFIABLE,SUPPORTS,The Eagles' has a guitarist.,"['Guitarist and vocalist , Joe Walsh , also joined the band in 1975 .']"
188921,VERIFIABLE,REFUTES,Ryan Gosling has refused to ever go to Uganda.,"['He is a supporter of PETA , Invisible Children and the Enough Project and has traveled to Chad , Uganda and eastern Congo to raise awareness about conflicts in the regions .', 'He is a supporter of PETA , Invisible Children and the Enough Project and has traveled to Chad , Uganda and eastern Congo to raise awareness about conflicts in the regions .']"
49520,VERIFIABLE,SUPPORTS,Illumination Entertainment produced Minions.,"['Produced by Illumination Entertainment for Universal Pictures , it was directed by Pierre Coffin and Kyle Balda , written by Brian Lynch , and produced by Chris Meledandri and Janet Healy .']"
69550,VERIFIABLE,SUPPORTS,KFC is not the world's largest restaurant chain.,"[""Headquartered in Louisville , Kentucky , it is the world 's second-largest restaurant chain -LRB- as measured by sales -RRB- after McDonald 's , with almost 20,000 locations globally in 123 countries and territories ."", ""Headquartered in Louisville , Kentucky , it is the world 's second-largest restaurant chain -LRB- as measured by sales -RRB- after McDonald 's , with almost 20,000 locations globally in 123 countries and territories .""]"
155684,VERIFIABLE,SUPPORTS,Gucci is leather goods seller of the Gucci Group.,"['Gucci -LRB- -LSB- guːtʃi -RSB- -LSB- ˈɡuttʃi -RSB- -RRB- is an Italian luxury brand of fashion and leather goods , part of the Gucci Group , which is owned by the French holding company Kering .']"
58751,VERIFIABLE,REFUTES,None of Argo's producers were born on May 6.,"['The film was produced by Grant Heslov , Affleck and George Clooney .', 'George Timothy Clooney -LRB- born May 6 , 1961 -RRB- is an American actor , filmmaker , activist and philanthropist .']"
213475,VERIFIABLE,SUPPORTS,Monarch of the Glen is a British television series from 2000.,['Monarch of the Glen is a British drama television series produced by Ecosse Films for BBC Scotland and broadcast on BBC One for seven series between 2000 and 2005 .']
191743,VERIFIABLE,SUPPORTS,Jennifer Hudson is on the Voice.,"['In 2016 , Hudson was announced as a coach on the 2017 Series of The Voice UK .', 'The following year , Hudson was announced as a coach on the thirteenth season of The Voice .']"
221892,VERIFIABLE,SUPPORTS,The Narrows is a film.,"[""The Narrows is an American 2008 independent film starring Kevin Zegers , Sophia Bush , Vincent D'Onofrio , Eddie Cahill and Monica Keena .""]"
6927,VERIFIABLE,SUPPORTS,George Washington was a person.,"['George Washington -LRB- -LSB- ˈdʒɔɹdʒ_ˈwɒʃɪŋtən -RSB- -- , 1799 -RRB- was an American politician and soldier who served as the first President of the United States from 1789 to 1797 and was one of the Founding Fathers of the United States .', 'He served as Commander-in-Chief of the Continental Army during the American Revolutionary War , and later presided over the 1787 convention that drafted the United States Constitution .', 'Washington was widely admired for his strong leadership qualities and was unanimously elected president by the Electoral College in the first two national elections .', 'He oversaw the creation of a strong , well-financed national government that maintained neutrality in the French Revolutionary Wars , suppressed the Whiskey Rebellion , and won acceptance among Americans of all types .', 'He was born into the provincial gentry of Colonial Virginia to a family of wealthy planters who owned tobacco plantations and slaves , which he inherited .', 'In his youth , he became a senior officer in the colonial militia during the first stages of the French and Indian War .', 'In 1775 , the Second Continental Congress commissioned him as commander-in-chief of the Continental Army in the American Revolution .', 'After crossing the Delaware River in the middle of winter , he defeated the British in two battles -LRB- Trenton and Princeton -RRB- , retook New Jersey , and restored momentum to the Patriot cause .', 'In that command , Washington forced the British out of Boston in 1776 but was defeated and nearly captured later that year when he lost New York City .', 'Historians laud Washington for the selection and supervision of his generals ; preservation and command of the army ; coordination with the Congress , state governors , and their militia ; and attention to supplies , logistics , and training .', 'In battle , however , Washington was repeatedly outmaneuvered by British generals with larger armies .', 'After victory had been finalized in 1783 , Washington resigned as commander-in-chief rather than seize power , proving his opposition to dictatorship and his commitment to American republicanism .', 'Washington presided over the Constitutional Convention in 1787 , which devised a new form of federal government for the United States .', 'Following his election as president in 1789 , he worked to unify rival factions in the fledgling nation .', ""He supported Alexander Hamilton 's programs to satisfy all debts , federal and state , established a permanent seat of government , implemented an effective tax system , and created a national bank ."", 'In avoiding war with Great Britain , he guaranteed a decade of peace and profitable trade by securing the Jay Treaty in 1795 , despite intense opposition from the Jeffersonians .', 'He remained non-partisan , never joining the Federalist Party , although he largely supported its policies .', ""Washington 's Farewell Address was an influential primer on civic virtue , warning against partisanship , sectionalism , and involvement in foreign wars ."", 'He retired from the presidency in 1797 , returning to his home and plantation at Mount Vernon .', ""Upon his death , Washington was eulogized as `` first in war , first in peace , and first in the hearts of his countrymen '' by Representative Henry Lee III of Virginia ."", 'He was revered in life and in death ; scholarly and public polling consistently ranks him among the top three presidents in American history .']"
140184,NOT VERIFIABLE,NOT ENOUGH INFO,Love Actually stars Richard Curtis.,[]
225698,VERIFIABLE,SUPPORTS,South Korea has a highly skilled workforce.,"[""South Korea is a technologically advanced developed country driven by a highly educated and skilled workforce , having the world 's eighth highest median household income , the highest in Asia .""]"
36330,VERIFIABLE,SUPPORTS,Richard Ramirez committed home invasion.,"['His highly publicized home invasion crime spree terrorized the residents of the greater Los Angeles area , and later the residents of the San Francisco area , from June 1984 until August 1985 .']"
80406,VERIFIABLE,SUPPORTS,Edgar Allan Poe was a person.,"['Edgar Allan Poe -LRB- -LSB- poʊ -RSB- born Edgar Poe ; January 19 , 1809 -- October 7 , 1849 -RRB- was an American writer , editor , and literary critic .', 'Poe is best known for his poetry and short stories , particularly his tales of mystery and the macabre .', ""He is widely regarded as a central figure of Romanticism in the United States and American literature as a whole , and he was one of the country 's earliest practitioners of the short story ."", 'Poe is generally considered the inventor of the detective fiction genre and is further credited with contributing to the emerging genre of science fiction .', 'He was the first well-known American writer to try to earn a living through writing alone , resulting in a financially difficult life and career .', 'Poe was born in Boston , the second child of two actors .', 'Thus orphaned , the child was taken in by John and Frances Allan of Richmond , Virginia .', 'Poe attended the University of Virginia for one semester but left due to lack of money .', 'Poe quarreled with Allan over the funds for his education and enlisted in the Army in 1827 under an assumed name .', ""It was at this time that his publishing career began , albeit humbly , with the anonymous collection of poems Tamerlane and Other Poems -LRB- 1827 -RRB- , credited only to `` a Bostonian '' ."", 'However , Poe later failed as an officer cadet at West Point , declaring a firm wish to be a poet and writer , and he ultimately parted ways with John Allan .', 'Poe switched his focus to prose and spent the next several years working for literary journals and periodicals , becoming known for his own style of literary criticism .', ""In January 1845 , Poe published his poem `` The Raven '' to instant success ."", 'For years , he had been planning to produce his own journal The Penn -LRB- later renamed The Stylus -RRB- , though he died before it could be produced .']"
